y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
QATAR 4.817 03/14/49,KSA 4 1/2 04/17/30,Long Y / Short X,1.14,19.5,0.43,0.43,0.1864,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,QPETRO 3.3 07/12/51,Short Y / Long X,0.47,8.15,-0.42,0.42,0.0,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,KSA 4 1/2 04/17/30,Short Y / Long X,0.88,47.06,-0.42,0.42,0.0004,122,IG,IG,False,True,True
KSA 3 5/8 03/04/28,QATAR 4 1/2 04/23/28,Long Y / Short X,0.91,29.89,0.42,0.42,0.002,122,IG,IG,False,True,True
KSA 4 1/2 04/17/30,QATAR 6.4 01/20/40,Long Y / Short X,1.26,-38.47,0.42,0.42,0.0061,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,RPCUH 6 08/31/36,Short Y / Long X,0.42,25.67,-0.42,0.42,0.0069,97,IG,OTHER,False,True,True
OMAN 6 3/4 01/17/48,KSA 2 3/4 02/03/32,Long Y / Short X,0.97,101.27,0.42,0.42,0.0071,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,OMAN 7 01/25/51,Long Y / Short X,0.6,-42.3,0.42,0.42,0.0151,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,QPETRO 3.3 07/12/51,Long Y / Short X,0.43,24.92,0.42,0.42,0.0305,122,IG,IG,False,True,True
QPETRO 3 1/8 07/12/41,KSA 4 1/2 04/17/30,Long Y / Short X,1.13,36.14,0.42,0.42,0.0455,122,IG,IG,False,True,True
QPETRO 3.3 07/12/51,KSA 4 1/2 04/17/30,Long Y / Short X,1.33,25.94,0.42,0.42,0.0465,122,IG,IG,False,True,True
EGYPT 8 3/4 09/30/51,KSA 4 3/4 01/16/30,Long Y / Short X,2.55,299.02,0.42,0.42,0.1405,122,HY,IG,False,True,True
PIFKSA 5 1/4 01/29/30,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.72,23.26,0.42,0.42,0.1588,122,IG,QUASI,False,True,True
EGYPT 7.903 02/21/48,KSA 4 3/4 01/16/30,Long Y / Short X,2.61,279.68,0.42,0.42,0.1613,122,HY,IG,False,True,True
OMAN 6 1/4 01/25/31,KSA 3 5/8 03/04/28,Long Y / Short X,0.9,54.21,0.42,0.42,0.1796,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.94,-4.67,0.42,0.42,0.198,122,IG,QUASI,False,True,True
PIFKSA 4 7/8 02/14/35,DPWDU 6.85 07/02/37,Short Y / Long X,0.48,54.76,-0.41,0.41,0.0,122,IG,QUASI,False,True,True
PIFKSA 5 01/29/29,UAE 2 10/19/31,Long Y / Short X,0.72,70.77,0.41,0.41,0.0014,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,PIFKSA 5 5/8 07/29/34,Short Y / Long X,1.0,65.18,-0.41,0.41,0.0033,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.4,12.66,-0.41,0.41,0.004,121,IG,IG,False,True,True
KSA 3 5/8 03/04/28,MOROC 4 12/15/50,Long Y / Short X,0.83,-98.74,0.41,0.41,0.0192,122,IG,HY,False,True,True
PIFKSA 5 1/4 01/29/30,QATAR 4 5/8 06/02/46,Short Y / Long X,0.67,30.1,-0.41,0.41,0.1164,122,IG,IG,False,True,True
KSA 4 3/4 01/16/30,MOROC 6 1/2 09/08/33,Short Y / Long X,1.01,-70.59,-0.41,0.41,0.1299,122,IG,HY,False,True,True
KSA 5 5/8 01/13/35,QPETRO 3 1/8 07/12/41,Short Y / Long X,0.52,42.11,-0.41,0.41,0.1406,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,ARAMCO 4 3/8 04/16/49,Short Y / Long X,0.92,-33.45,-0.4,0.4,0.0,122,IG,IG,False,True,True
KSA 5 5/8 01/13/35,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.65,57.57,0.4,0.4,0.0046,122,IG,IG,False,True,True
KSA 5 01/16/34,ARAMCO 5 3/4 07/17/54,Short Y / Long X,0.59,-7.16,-0.4,0.4,0.0248,122,IG,IG,False,True,True
EGYPT 6.588 02/21/28,PIFKSA 5 5/8 07/29/34,Long Y / Short X,2.21,-50.03,0.4,0.4,0.0537,122,HY,IG,False,True,True
PIFKSA 5 3/8 01/29/54,BHRAIN 5 5/8 09/30/31,Short Y / Long X,0.32,108.99,-0.4,0.4,0.0573,121,IG,HY,True,True,True
KSA 4 3/4 01/16/30,MOROC 5 1/2 12/11/42,Short Y / Long X,0.85,-76.76,-0.4,0.4,0.0868,122,IG,HY,False,True,True
KSA 5 5/8 01/13/35,QATAR 4.817 03/14/49,Short Y / Long X,0.52,50.16,-0.4,0.4,0.0898,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,DPWDU 5 5/8 09/25/48,Long Y / Short X,0.31,30.25,0.4,0.4,0.1048,122,IG,QUASI,False,True,True
PIFKSA 5 10/13/27,TAQAUH 6 1/2 10/27/36,Long Y / Short X,0.43,39.72,0.4,0.4,0.1079,122,IG,QUASI,False,True,True
KSA 3 1/4 10/22/30,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.48,20.48,0.39,0.39,0.0,97,IG,OTHER,False,True,True
KSA 5 5/8 01/13/35,QATAR 9 3/4 06/15/30,Long Y / Short X,0.67,74.36,0.39,0.39,0.007,122,IG,IG,False,True,True
KSA 4 3/4 01/16/30,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.47,4.85,-0.39,0.39,0.0152,122,IG,QUASI,False,True,True
BHRAIN 7 3/4 04/18/35,KSA 5 04/17/49,Long Y / Short X,2.81,-182.07,0.39,0.39,0.0248,122,HY,IG,True,True,True
KSA 5 5/8 01/13/35,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.54,71.88,-0.39,0.39,0.0458,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.53,46.72,0.39,0.39,0.0573,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,QATAR 4.817 03/14/49,Long Y / Short X,0.7,4.86,0.39,0.39,0.1088,97,IG,IG,False,True,True
QATAR 4.4 04/16/50,PIFKSA 5 09/15/35,Long Y / Short X,1.41,-68.92,0.39,0.39,0.1946,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.5,20.18,-0.38,0.38,0.0002,122,IG,QUASI,False,True,True
KSA 5 5/8 01/13/35,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.6,40.15,-0.38,0.38,0.0026,122,IG,QUASI,False,True,True
KSA 3 1/4 10/22/30,TAQAUH 3.4 04/29/51,Long Y / Short X,0.79,-19.33,0.38,0.38,0.0029,97,IG,QUASI,False,True,True
QPETRO 1 3/8 09/12/26,KSA 2 3/4 02/03/32,Short Y / Long X,1.22,-56.64,-0.38,0.38,0.0075,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,QATAR 4 5/8 06/02/46,Short Y / Long X,0.85,7.11,-0.38,0.38,0.008,122,IG,IG,False,True,True
KSA 4 1/2 10/26/46,BHRAIN 5 1/4 01/25/33,Short Y / Long X,0.33,72.12,-0.38,0.38,0.0216,122,IG,HY,True,True,True
PIFKSA 5 01/29/29,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.74,15.57,0.38,0.38,0.0231,122,IG,QUASI,False,True,True
PIFKSA 4 3/4 02/14/30,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.81,45.48,0.38,0.38,0.0259,122,IG,QUASI,False,True,True
PIFKSA 5 3/8 10/13/2122,BHRAIN 5.45 09/16/32,Short Y / Long X,0.33,145.91,-0.38,0.38,0.0285,122,IG,HY,True,True,True
PIFKSA 5 10/13/27,QATAR 5.103 04/23/48,Long Y / Short X,0.47,30.92,0.38,0.38,0.0353,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,DPWDU 5 5/8 09/25/48,Long Y / Short X,0.39,7.6,0.38,0.38,0.0547,122,IG,QUASI,False,True,True
KSA 5 04/17/49,BHRAIN 6 5/8 10/06/37,Long Y / Short X,0.34,64.4,0.38,0.38,0.0678,122,IG,HY,True,True,True
KSA 4 3/4 01/16/30,QATAR 6.4 01/20/40,Long Y / Short X,1.08,-18.51,0.38,0.38,0.1077,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,BHRAIN 5.45 09/16/32,Short Y / Long X,0.34,96.24,-0.38,0.38,0.1078,121,IG,HY,True,True,True
EGYPT 8.15 11/20/59,KSA 4 1/2 04/17/30,Long Y / Short X,2.37,316.52,0.38,0.38,0.1268,122,HY,IG,False,True,True
EGYPT 7.6003 03/01/29,PIFKSA 4 7/8 02/14/35,Long Y / Short X,2.09,-20.82,0.38,0.38,0.1615,122,HY,IG,False,True,True
KSA 4 3/4 01/16/30,UAE 2 10/19/31,Long Y / Short X,0.7,56.8,0.37,0.37,0.0002,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.42,80.68,-0.37,0.37,0.0026,122,IG,QUASI,False,True,True
KSA 5 5/8 01/13/35,TAQAUH 4.696 04/24/33,Short Y / Long X,0.48,63.08,-0.37,0.37,0.0029,121,IG,QUASI,False,True,True
KSA 5 1/8 01/13/28,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.37,7.76,-0.37,0.37,0.0065,122,IG,QUASI,False,True,True
KSA 5 3/8 01/13/31,QPETRO 2 1/4 07/12/31,Short Y / Long X,0.77,31.91,-0.37,0.37,0.013,122,IG,IG,False,True,True
KSA 5 01/18/53,BHRAIN 7 3/4 04/18/35,Short Y / Long X,0.33,80.42,-0.37,0.37,0.0227,122,IG,HY,True,True,True
KSA 4 1/2 10/26/46,OMAN 6 3/4 01/17/48,Short Y / Long X,1.02,-34.77,-0.37,0.37,0.0406,122,IG,IG,False,True,True
KSA 3 1/4 11/17/51,BHRAIN 5 1/2 08/01/33,Short Y / Long X,0.41,57.11,-0.37,0.37,0.0541,121,IG,HY,True,True,True
KSA 5 5/8 01/13/35,MOROC 4 12/15/50,Short Y / Long X,0.66,-28.27,-0.37,0.37,0.0565,122,IG,HY,False,True,True
KSA 4 3/4 01/16/30,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.72,2.82,0.37,0.37,0.0629,122,IG,QUASI,False,True,True
ARAMCO 3 1/2 11/24/70,KSA 3 3/4 01/21/55,Long Y / Short X,0.98,18.48,0.37,0.37,0.0686,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,ARAMCO 4 3/8 04/16/49,Short Y / Long X,1.02,18.48,-0.37,0.37,0.072,121,IG,IG,False,True,True
BHRAIN 7 1/2 07/07/37,KSA 3 1/4 11/17/51,Long Y / Short X,2.74,-168.67,0.37,0.37,0.1168,122,HY,IG,True,True,True
PIFKSA 5 3/8 10/13/2122,QPETRO 2 1/4 07/12/31,Short Y / Long X,1.06,145.68,-0.37,0.37,0.1662,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,QATAR 4.817 03/14/49,Short Y / Long X,0.53,11.64,-0.36,0.36,0.0004,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.53,15.76,0.36,0.36,0.0104,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,MOROC 4 12/15/50,Long Y / Short X,0.98,-99.91,0.36,0.36,0.0705,122,IG,HY,False,True,True
PIFKSA 5 10/13/27,JORDAN 5.85 07/07/30,Long Y / Short X,0.46,-17.3,0.36,0.36,0.0793,122,IG,HY,False,True,True
OMAN 7 01/25/51,PIFKSA 4 7/8 02/14/35,Long Y / Short X,0.97,68.09,0.36,0.36,0.1276,122,IG,IG,False,True,True
KSA 4 1/2 04/17/30,TAQAUH 3.4 04/29/51,Long Y / Short X,0.8,-22.83,0.36,0.36,0.1365,122,IG,QUASI,False,True,True
PIFKSA 5 01/29/29,ARAMCO 2 1/4 11/24/30,Short Y / Long X,0.73,26.35,-0.36,0.36,0.1774,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.74,-0.54,0.35,0.35,0.0037,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,RPCUH 6 08/31/36,Short Y / Long X,0.39,50.83,-0.35,0.35,0.0173,122,IG,OTHER,False,True,True
KSA 5 01/18/53,BHRAIN 6 5/8 10/06/37,Long Y / Short X,0.36,66.74,0.35,0.35,0.02,122,IG,HY,True,True,True
OMAN 7 01/25/51,PIFKSA 5 1/8 02/14/53,Long Y / Short X,0.67,68.45,0.35,0.35,0.0333,121,IG,IG,False,True,True
ARAMCO 5 3/8 06/02/35,KSA 3 5/8 03/04/28,Short Y / Long X,1.06,51.56,-0.35,0.35,0.0356,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,QATAR 4 5/8 05/29/29,Short Y / Long X,0.73,43.74,-0.35,0.35,0.0645,122,IG,IG,False,True,True
KSA 4 1/2 04/17/30,QATAR 5 3/4 01/20/42,Long Y / Short X,0.93,-8.88,0.35,0.35,0.0796,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,MOROC 4 12/15/50,Short Y / Long X,0.86,-97.45,-0.35,0.35,0.0884,122,IG,HY,False,True,True
PIFKSA 5 3/8 01/29/54,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.89,36.25,0.35,0.35,0.0927,122,IG,IG,False,True,True
QPETRO 2 1/4 07/12/31,KSA 2 3/4 02/03/32,Long Y / Short X,1.02,-12.49,0.34,0.34,0.0,122,IG,IG,False,True,True
KSA 5 01/16/34,OMAN 6 3/4 01/17/48,Short Y / Long X,0.69,-25.52,-0.34,0.34,0.0089,122,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,KSA 3 1/4 10/26/26,Long Y / Short X,0.54,87.57,0.34,0.34,0.0114,122,IG,IG,False,True,True
EGYPT 5.8 09/30/27,PIFKSA 5 5/8 07/29/34,Short Y / Long X,2.47,-98.31,-0.34,0.34,0.0436,122,HY,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,BHRAIN 5 5/8 05/18/34,Short Y / Long X,0.33,141.57,-0.34,0.34,0.0858,122,IG,HY,True,True,True
PIFKSA 4 7/8 02/14/35,QATAR 9 3/4 06/15/30,Long Y / Short X,0.82,84.03,0.34,0.34,0.1289,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,MOROC 6 1/2 09/08/33,Long Y / Short X,0.72,-28.07,0.34,0.34,0.1348,122,IG,HY,False,True,True
PIFKSA 5 10/13/27,MOROC 5.95 03/08/28,Short Y / Long X,0.71,5.79,-0.34,0.34,0.1382,122,IG,HY,False,True,True
UAE 4.951 07/07/52,PIFKSA 5 09/15/35,Short Y / Long X,1.59,-90.81,-0.34,0.34,0.14,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,BHRAIN 5 1/2 08/01/33,Long Y / Short X,0.31,7.98,0.34,0.34,0.1913,121,IG,HY,True,True,True
QATAR 4 1/2 04/23/28,KSA 4 1/2 04/17/30,Long Y / Short X,0.86,-23.52,0.33,0.33,0.0,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,ARAMCO 3 1/4 11/24/50,Short Y / Long X,0.68,-22.79,-0.33,0.33,0.0021,122,IG,IG,False,True,True
KSA 4 3/4 01/16/30,QATAR 4 03/14/29,Long Y / Short X,0.79,43.49,0.33,0.33,0.0027,122,IG,IG,False,True,True
DPWDU 6.85 07/02/37,PIFKSA 5 5/8 07/29/34,Long Y / Short X,1.82,-77.36,0.33,0.33,0.0027,122,QUASI,IG,False,True,True
KSA 4 3/4 01/16/30,QATAR 5 3/4 01/20/42,Long Y / Short X,0.81,5.49,0.33,0.33,0.0048,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,QATAR 4 03/14/29,Short Y / Long X,0.85,35.26,-0.33,0.33,0.0052,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,TAQAUH 6 1/2 10/27/36,Long Y / Short X,0.55,18.8,0.33,0.33,0.0172,122,IG,QUASI,False,True,True
KSA 5 5/8 01/13/35,QATAR 4.4 04/16/50,Short Y / Long X,0.55,47.46,-0.33,0.33,0.035,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,UAE 4.857 07/02/34,Long Y / Short X,0.57,38.38,0.33,0.33,0.0829,122,IG,IG,False,True,True
KSA 5 1/4 01/16/50,BHRAIN 6 5/8 10/06/37,Short Y / Long X,0.37,53.92,-0.33,0.33,0.1061,122,IG,HY,True,True,True
KSA 5 5/8 01/13/35,ARAMCO 5 3/8 06/02/35,Short Y / Long X,0.69,21.35,-0.33,0.33,0.1899,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,UAE 2 10/19/31,Short Y / Long X,0.76,49.36,-0.32,0.32,0.0,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,QATAR 4 1/2 04/23/28,Short Y / Long X,0.72,37.28,-0.32,0.32,0.0003,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,QATAR 6.4 01/20/40,Long Y / Short X,1.12,-2.26,0.32,0.32,0.0007,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,KSA 3 1/4 10/22/30,Long Y / Short X,2.58,273.0,0.32,0.32,0.0045,97,HY,IG,False,True,True
KSA 4 5/8 10/04/47,BHRAIN 5 1/4 01/25/33,Short Y / Long X,0.3,84.1,-0.32,0.32,0.0194,122,IG,HY,True,True,True
PIFKSA 5 1/4 10/13/32,BHRAIN 5 5/8 05/18/34,Long Y / Short X,0.32,29.74,0.32,0.32,0.0277,122,IG,HY,True,True,True
SWEHAN 3 5/8 01/31/49,PIFKSA 5 09/15/35,Long Y / Short X,2.2,-148.58,0.32,0.32,0.0408,122,OTHER,IG,False,True,True
KSA 5 3/4 01/16/54,BHRAIN 7 1/2 02/12/36,Long Y / Short X,0.3,89.52,0.32,0.32,0.0422,122,IG,HY,True,True,True
PIFKSA 5 01/29/29,MOROC 4 12/15/50,Long Y / Short X,0.78,-61.39,0.32,0.32,0.0923,122,IG,HY,False,True,True
PIFKSA 5 1/4 01/29/30,MOROC 3 12/15/32,Short Y / Long X,0.95,-37.28,-0.32,0.32,0.0924,122,IG,HY,False,True,True
KSA 3 1/4 10/22/30,KUWIB 4.016 10/09/28,Short Y / Long X,0.98,21.72,-0.32,0.32,0.1172,97,IG,IG,False,True,True
KSA 4 3/4 01/16/30,RPCUH 6 08/31/36,Short Y / Long X,0.36,35.24,-0.32,0.32,0.1233,122,IG,OTHER,False,True,True
EGYPT 7.903 02/21/48,KSA 4 1/2 04/17/30,Long Y / Short X,2.34,309.0,0.32,0.32,0.1617,122,HY,IG,False,True,True
PIFKSA 5 10/13/27,OMAN 6 08/01/29,Long Y / Short X,0.74,-0.15,0.32,0.32,0.1935,122,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,KSA 3 5/8 03/04/28,Short Y / Long X,1.39,236.52,-0.31,0.31,0.0004,122,HY,IG,False,True,True
KSA 3 1/4 10/22/30,QATAR 4 03/14/29,Long Y / Short X,0.95,32.21,0.31,0.31,0.003,97,IG,IG,False,True,True
OMAN 7 01/25/51,PIFKSA 5 01/29/29,Short Y / Long X,0.84,107.17,-0.31,0.31,0.0095,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,PIFKSA 5 09/15/35,Short Y / Long X,1.08,-20.85,-0.31,0.31,0.0235,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,JORDAN 7 1/2 01/13/29,Short Y / Long X,0.52,-32.63,-0.31,0.31,0.0262,122,IG,HY,False,True,True
KUWIB 4.652 10/09/35,PIFKSA 5 09/15/35,Short Y / Long X,1.02,-35.48,-0.31,0.31,0.0269,122,IG,IG,False,True,True
ISRAEL 6 1/2 11/06/31,PIFKSA 5 01/29/29,Short Y / Long X,0.53,60.84,-0.31,0.31,0.1236,122,IG,IG,False,True,True
QATAR 4 7/8 02/27/35,PIFKSA 5 01/29/29,Short Y / Long X,0.81,-23.85,-0.31,0.31,0.1919,122,IG,IG,False,True,True
TAQAUH 3.4 04/29/51,PIFKSA 5 09/15/35,Long Y / Short X,1.39,-47.68,0.3,0.3,0.0004,122,QUASI,IG,False,True,True
KSA 5 01/16/34,ARAMCO 5 7/8 07/17/64,Short Y / Long X,0.63,-26.68,-0.3,0.3,0.0023,122,IG,IG,False,True,True
EGYPT 7 1/2 01/31/27,PIFKSA 5 1/4 01/29/34,Long Y / Short X,2.73,-144.89,0.3,0.3,0.0079,122,HY,IG,False,True,True
EGYPT 8.7002 03/01/49,KSA 3 1/4 10/22/30,Short Y / Long X,2.89,254.02,-0.3,0.3,0.0087,97,HY,IG,False,True,True
KSA 4 7/8 07/18/33,QATAR 9 3/4 06/15/30,Short Y / Long X,0.74,65.68,-0.3,0.3,0.0166,122,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,KSA 3 1/4 10/22/30,Short Y / Long X,1.31,224.84,-0.3,0.3,0.0469,97,HY,IG,False,True,True
PIFKSA 5 10/13/27,QATAR 4 5/8 06/02/46,Long Y / Short X,0.49,28.52,0.3,0.3,0.0478,122,IG,IG,False,True,True
QATAR 4 03/14/29,PIFKSA 5 09/15/35,Long Y / Short X,1.16,-96.89,0.3,0.3,0.1011,122,IG,IG,False,True,True
KSA 4 3/4 01/16/30,TAQAUH 3.4 04/29/51,Long Y / Short X,0.69,-5.43,0.3,0.3,0.1105,122,IG,QUASI,False,True,True
PIFKSA 5 1/4 01/29/30,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.39,88.03,-0.3,0.3,0.121,122,IG,QUASI,False,True,True
KSA 4 1/2 04/17/30,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.47,18.67,0.3,0.3,0.1307,122,IG,OTHER,False,True,True
PIFKSA 5 5/8 07/29/34,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.68,76.87,-0.3,0.3,0.1372,122,IG,QUASI,False,True,True
EGYPT 8 3/4 09/30/51,KSA 4 1/2 04/17/30,Long Y / Short X,2.3,326.57,0.3,0.3,0.1388,122,HY,IG,False,True,True
EGYPT 8 7/8 05/29/50,PIFKSA 5 01/29/29,Long Y / Short X,2.09,309.18,0.3,0.3,0.1501,122,HY,IG,False,True,True
ARAMCO 5 7/8 07/17/64,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,0.98,-17.35,0.29,0.29,0.0009,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,QATAR 4 5/8 06/02/46,Short Y / Long X,0.69,22.6,-0.29,0.29,0.0036,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,TAQAUH 3.4 04/29/51,Long Y / Short X,0.73,9.87,0.29,0.29,0.004,122,IG,QUASI,False,True,True
KSA 3 5/8 03/04/28,JORDAN 5.85 07/07/30,Long Y / Short X,0.62,-64.59,0.29,0.29,0.0197,122,IG,HY,False,True,True
KSA 3 1/4 10/22/30,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.7,34.12,0.29,0.29,0.0326,97,IG,QUASI,False,True,True
UAE 4.951 07/07/52,PIFKSA 5 5/8 07/29/34,Long Y / Short X,1.36,-53.63,0.29,0.29,0.0876,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,JORDAN 7 1/2 01/13/29,Long Y / Short X,0.53,-9.69,0.29,0.29,0.0893,122,IG,HY,False,True,True
KSA 4 3/4 01/18/28,QATAR 4 5/8 06/02/46,Long Y / Short X,0.57,10.75,0.28,0.28,0.0065,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,MOROC 6 1/2 09/08/33,Long Y / Short X,0.88,-61.55,0.28,0.28,0.0083,122,IG,HY,False,True,True
EGYPT 7 1/2 01/31/27,PIFKSA 5 1/4 10/13/32,Long Y / Short X,2.57,-106.64,0.28,0.28,0.0107,122,HY,IG,False,True,True
KSA 4 3/4 01/16/30,QATAR 5.103 04/23/48,Short Y / Long X,0.63,15.38,-0.28,0.28,0.0114,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.73,9.55,-0.28,0.28,0.0194,97,IG,QUASI,False,True,True
OMAN 6 3/4 01/17/48,KSA 4 7/8 07/18/33,Long Y / Short X,1.15,69.86,0.28,0.28,0.0225,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,JORDAN 5.85 07/07/30,Long Y / Short X,0.58,-27.2,0.28,0.28,0.0227,122,IG,HY,False,True,True
KSA 5 5/8 01/13/35,UAE 4.857 07/02/34,Long Y / Short X,0.62,72.99,0.28,0.28,0.0381,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.63,61.1,0.28,0.28,0.0736,122,IG,QUASI,False,True,True
PIFKSA 5 1/8 02/14/53,BHRAIN 5 1/4 01/25/33,Short Y / Long X,0.32,99.99,-0.28,0.28,0.0901,121,IG,HY,True,True,True
PIFKSA 5 10/13/27,QATAR 4 1/2 02/27/28,Short Y / Long X,0.57,59.3,-0.28,0.28,0.1098,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,UAE 4.951 07/07/52,Long Y / Short X,0.64,6.04,0.28,0.28,0.1253,122,IG,IG,False,True,True
OMAN 7 01/25/51,PIFKSA 4 3/4 02/14/30,Short Y / Long X,0.67,122.17,-0.28,0.28,0.133,122,IG,IG,False,True,True
EGYPT 6 7/8 04/30/40,KSA 4 1/2 04/17/30,Long Y / Short X,2.93,156.28,0.28,0.28,0.1502,122,HY,IG,False,True,True
KSA 3 5/8 03/04/28,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.68,-14.6,0.27,0.27,0.0001,122,IG,IG,False,True,True
KSA 5 5/8 01/13/35,QATAR 4 03/14/29,Short Y / Long X,0.65,74.6,-0.27,0.27,0.0004,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.54,34.42,-0.27,0.27,0.0006,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,TAQAUH 4.696 04/24/33,Long Y / Short X,0.59,43.42,0.27,0.27,0.0086,121,IG,QUASI,False,True,True
KSA 5 1/8 01/13/28,ARAMCO 4 3/8 04/16/49,Long Y / Short X,0.55,-16.61,0.27,0.27,0.0122,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,ARAMCO 5 3/4 07/17/54,Short Y / Long X,0.63,-25.65,-0.27,0.27,0.0125,122,IG,IG,False,True,True
ADNOCM 4 1/2 09/11/34,PIFKSA 5 09/15/35,Short Y / Long X,1.5,-94.08,-0.27,0.27,0.0153,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,BHRAIN 5.45 09/16/32,Long Y / Short X,0.32,35.06,0.27,0.27,0.0178,122,IG,HY,True,True,True
BHRAIN 7 3/4 04/18/35,KSA 4 5/8 10/04/47,Long Y / Short X,2.84,-183.59,0.27,0.27,0.0336,122,HY,IG,True,True,True
PIFKSA 4 7/8 02/14/35,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.84,59.96,0.27,0.27,0.0416,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,MOROC 5 1/2 12/11/42,Long Y / Short X,0.73,-64.06,0.27,0.27,0.0423,122,IG,HY,False,True,True
KSA 4 3/8 04/16/29,UAE 4.05 07/07/32,Long Y / Short X,0.76,44.71,0.27,0.27,0.0424,122,IG,IG,False,True,True
