y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
KSA 4 5/8 10/04/47,OMAN 6 08/01/29,Short Y / Long X,1.24,20.8,-1.29,1.29,0.1541,122,IG,IG,False,True,True
OMAN 7 3/8 10/28/32,KSA 2 3/4 02/03/32,Long Y / Short X,1.0,31.51,1.29,1.29,0.1905,122,IG,IG,False,True,True
QATAR 4.4 04/16/50,KSA 2 3/4 02/03/32,Long Y / Short X,1.18,6.87,1.28,1.28,0.0237,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,MOROC 4 12/15/50,Short Y / Long X,0.79,-71.11,-1.28,1.28,0.0264,122,IG,HY,False,True,True
KSA 3 3/4 01/21/55,BHRAIN 5.45 09/16/32,Short Y / Long X,0.31,92.55,-1.28,1.28,0.0451,122,IG,HY,True,True,True
KSA 5 3/8 01/13/31,UAE 2 10/19/31,Short Y / Long X,0.66,65.94,-1.28,1.28,0.0637,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.73,50.74,-1.28,1.28,0.0795,122,IG,IG,False,True,True
QATAR 4 1/2 02/27/28,PIFKSA 5 09/15/35,Long Y / Short X,1.23,-116.76,1.28,1.28,0.0806,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,QATAR 4 03/14/29,Short Y / Long X,1.01,61.51,-1.28,1.28,0.0812,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.82,122.18,-1.28,1.28,0.088,121,IG,QUASI,False,True,True
KSA 2 1/4 02/02/33,OMAN 6 08/01/29,Short Y / Long X,1.03,-16.19,-1.28,1.28,0.0928,122,IG,IG,False,True,True
OMAN 4 3/4 06/15/26,PIFKSA 4 3/4 02/14/30,Long Y / Short X,1.1,-26.62,1.28,1.28,0.0955,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,KSA 2 1/4 02/02/33,Long Y / Short X,2.31,270.8,1.28,1.28,0.1152,122,HY,IG,False,True,True
KSA 5 1/2 10/25/32,KUWIB 4.016 10/09/28,Short Y / Long X,0.71,50.14,-1.28,1.28,0.139,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,KSA 5 1/2 10/25/32,Long Y / Short X,1.28,85.19,1.28,1.28,0.1445,122,IG,IG,False,True,True
KSA 3 3/4 01/21/55,DPWDU 6.85 07/02/37,Short Y / Long X,0.58,85.67,-1.27,1.27,0.0005,122,IG,QUASI,False,True,True
KSA 2 3/4 02/03/32,UAE 4.917 09/25/33,Short Y / Long X,0.78,54.64,-1.27,1.27,0.0051,122,IG,IG,False,True,True
ARAMCO 5 3/4 07/17/54,KSA 5 01/18/53,Long Y / Short X,1.05,9.5,1.27,1.27,0.0222,122,IG,IG,False,True,True
KSA 5 01/18/53,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.79,111.36,-1.27,1.27,0.0374,122,IG,QUASI,False,True,True
KSA 5 01/16/34,QATAR 6.4 01/20/40,Short Y / Long X,0.99,9.24,-1.27,1.27,0.0465,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,TAQAUH 4.696 04/24/33,Short Y / Long X,0.7,55.61,-1.27,1.27,0.0548,121,IG,QUASI,False,True,True
KSA 2 1/4 02/02/33,UAE 3 1/4 10/19/61,Short Y / Long X,0.63,27.23,-1.27,1.27,0.0751,122,IG,IG,False,True,True
KSA 4 3/8 04/16/29,QATAR 4 1/2 02/27/28,Short Y / Long X,0.75,48.88,-1.27,1.27,0.0892,122,IG,IG,False,True,True
BHRAIN 7 1/2 09/20/47,KSA 2 3/4 02/03/32,Short Y / Long X,2.47,96.88,-1.27,1.27,0.1409,122,HY,IG,True,True,True
PIFKSA 5 1/8 02/14/53,OMAN 6 1/4 01/25/31,Short Y / Long X,1.14,48.37,-1.27,1.27,0.1483,121,IG,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,QATAR 4 7/8 02/27/35,Short Y / Long X,1.31,156.06,-1.27,1.27,0.1506,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.59,4.24,-1.26,1.26,0.0,121,IG,IG,False,True,True
KSA 4 7/8 07/18/33,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.62,41.23,-1.26,1.26,0.0011,122,IG,QUASI,False,True,True
KSA 2 3/4 02/03/32,QATAR 4 03/14/29,Short Y / Long X,0.88,43.76,-1.26,1.26,0.0174,122,IG,IG,False,True,True
OMAN 6 08/01/29,KSA 2 3/4 02/03/32,Long Y / Short X,0.69,51.9,1.26,1.26,0.0187,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,UAE 4.951 07/07/52,Short Y / Long X,0.6,24.09,-1.26,1.26,0.0202,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.61,55.02,-1.26,1.26,0.038,122,IG,QUASI,False,True,True
KSA 5 01/16/34,QATAR 4 1/2 02/27/28,Short Y / Long X,0.62,78.89,-1.26,1.26,0.0477,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,QATAR 5.103 04/23/48,Short Y / Long X,0.75,38.69,-1.26,1.26,0.0619,122,IG,IG,False,True,True
KSA 5 1/2 10/25/32,QATAR 9 3/4 06/15/30,Short Y / Long X,0.79,54.91,-1.26,1.26,0.0751,122,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,PIFKSA 5 09/15/35,Long Y / Short X,0.62,25.78,1.26,1.26,0.0903,122,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,KSA 3 1/4 10/22/30,Long Y / Short X,0.63,53.7,1.26,1.26,0.1098,97,IG,IG,False,True,True
KSA 5 1/4 01/16/50,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.84,101.71,-1.26,1.26,0.1478,122,IG,QUASI,False,True,True
KSA 5 01/18/53,KUWIB 4.652 10/09/35,Short Y / Long X,1.28,46.41,-1.26,1.26,0.1664,122,IG,IG,False,True,True
PIFKSA 5 5/8 07/29/34,QATAR 4 1/2 02/27/28,Short Y / Long X,0.79,92.02,-1.26,1.26,0.1816,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,ARAMCO 4 3/8 04/16/49,Short Y / Long X,0.69,-19.11,-1.25,1.25,0.0024,122,IG,IG,False,True,True
DPWDU 6.85 07/02/37,KSA 2 3/4 02/03/32,Long Y / Short X,1.78,-11.59,1.25,1.25,0.003,122,QUASI,IG,False,True,True
JORDAN 7 1/2 01/13/29,KSA 2 3/4 02/03/32,Long Y / Short X,0.94,134.35,1.25,1.25,0.0106,122,HY,IG,False,True,True
KSA 3 1/4 10/22/30,UAE 4.05 07/07/32,Long Y / Short X,0.81,45.21,1.25,1.25,0.0228,97,IG,IG,False,True,True
KSA 5 3/4 01/16/54,ARAMCO 3 1/4 11/24/50,Short Y / Long X,0.81,37.94,-1.25,1.25,0.0234,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,KSA 3 3/4 01/21/55,Long Y / Short X,0.83,46.55,1.25,1.25,0.0407,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,UAE 4.857 07/02/34,Long Y / Short X,0.92,28.05,1.25,1.25,0.0503,97,IG,IG,False,True,True
KSA 4 5/8 10/04/47,OMAN 6 1/4 01/25/31,Short Y / Long X,1.05,37.96,-1.25,1.25,0.0779,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,UAE 4.917 09/25/33,Short Y / Long X,0.66,62.01,-1.25,1.25,0.1215,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.81,41.57,1.25,1.25,0.1979,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,QPETRO 2 1/4 07/12/31,Long Y / Short X,1.03,21.06,1.24,1.24,0.0,122,IG,IG,False,True,True
ARAMCO 4 3/8 04/16/49,KSA 2 3/4 02/03/32,Long Y / Short X,1.18,54.79,1.24,1.24,0.0,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.9,11.71,1.24,1.24,0.0002,97,IG,IG,False,True,True
KSA 5 04/17/49,DPWDU 6.85 07/02/37,Short Y / Long X,0.61,72.15,-1.24,1.24,0.0024,122,IG,QUASI,False,True,True
PIFKSA 5 1/4 10/13/32,QATAR 4 1/2 04/23/28,Short Y / Long X,1.19,59.55,-1.24,1.24,0.0072,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,QATAR 4 03/14/29,Short Y / Long X,0.78,51.52,-1.24,1.24,0.0158,122,IG,IG,False,True,True
QATAR 4.4 04/16/50,PIFKSA 5 1/4 10/13/32,Long Y / Short X,1.08,-10.35,1.24,1.24,0.0225,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,UAE 4.05 07/07/32,Short Y / Long X,0.81,52.7,-1.24,1.24,0.0534,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,TAQAUH 4 10/03/49,Long Y / Short X,0.74,-13.52,1.24,1.24,0.0582,96,IG,QUASI,False,True,True
OMAN 4 3/4 06/15/26,PIFKSA 5 01/29/29,Long Y / Short X,1.37,-50.78,1.24,1.24,0.1355,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,QATAR 6.4 01/20/40,Short Y / Long X,1.07,1.52,-1.24,1.24,0.1406,122,IG,IG,False,True,True
EGYPT 8 3/4 09/30/51,KSA 2 1/4 02/02/33,Long Y / Short X,2.5,264.61,1.24,1.24,0.1555,122,HY,IG,False,True,True
PIFKSA 4 3/4 02/14/30,ARAMCO 3 1/2 04/16/29,Short Y / Long X,0.91,25.57,-1.24,1.24,0.1585,122,IG,IG,False,True,True
ARAMCO 5 3/4 07/17/54,KSA 3 1/4 10/22/30,Short Y / Long X,1.16,93.87,-1.24,1.24,0.1614,97,IG,IG,False,True,True
KSA 5 01/16/34,QATAR 4 5/8 06/02/46,Short Y / Long X,0.6,37.57,-1.24,1.24,0.1835,122,IG,IG,False,True,True
ARAMCO 3 1/2 11/24/70,KSA 4 7/8 07/18/33,Short Y / Long X,1.31,49.26,-1.23,1.23,0.008,122,IG,IG,False,True,True
KSA 5 01/16/34,UAE 2 7/8 10/19/41,Short Y / Long X,0.59,45.74,-1.23,1.23,0.0301,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,QATAR 4 1/2 02/27/28,Short Y / Long X,0.65,77.34,-1.23,1.23,0.0452,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,ARAMCO 5 7/8 07/17/64,Long Y / Short X,0.56,-40.46,1.23,1.23,0.0914,122,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,KSA 4 3/4 01/16/30,Long Y / Short X,0.65,51.54,1.23,1.23,0.0914,122,IG,IG,False,True,True
BHRAIN 7 1/2 09/20/47,KSA 5 04/17/49,Short Y / Long X,2.14,-27.5,-1.23,1.23,0.0941,122,HY,IG,True,True,True
ARAMCO 5 1/4 07/17/34,KSA 4 7/8 07/18/33,Long Y / Short X,1.05,10.79,1.23,1.23,0.1181,122,IG,IG,False,True,True
KSA 4 5/8 10/04/47,KUWIB 4.652 10/09/35,Short Y / Long X,1.26,39.44,-1.23,1.23,0.1394,122,IG,IG,False,True,True
EGYPT 8.15 11/20/59,KSA 2 3/4 02/03/32,Long Y / Short X,1.93,339.18,1.23,1.23,0.1983,122,HY,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,TAQAUH 4 10/03/49,Short Y / Long X,1.0,96.49,-1.22,1.22,0.0005,121,IG,QUASI,False,True,True
KSA 4 7/8 07/18/33,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.46,26.32,-1.22,1.22,0.0096,122,IG,QUASI,False,True,True
KSA 4 1/2 10/26/46,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.83,95.91,-1.22,1.22,0.0175,122,IG,QUASI,False,True,True
KSA 5 5/8 01/13/35,ARAMCO 5 7/8 07/17/64,Long Y / Short X,0.55,-5.17,1.22,1.22,0.021,122,IG,IG,False,True,True
BHRAIN 7 1/2 09/20/47,KSA 4 5/8 10/04/47,Short Y / Long X,2.16,-28.02,-1.22,1.22,0.0578,122,HY,IG,True,True,True
PIFKSA 4 7/8 02/14/35,QATAR 5.103 04/23/48,Short Y / Long X,0.68,50.72,-1.22,1.22,0.0719,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,PIFKSA 4 3/4 02/14/30,Short Y / Long X,1.03,102.6,-1.22,1.22,0.1216,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,QATAR 4 03/14/29,Short Y / Long X,1.06,127.57,-1.22,1.22,0.1237,121,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,KSA 2 3/4 02/03/32,Long Y / Short X,1.75,345.97,1.22,1.22,0.1483,122,HY,IG,False,True,True
PIFKSA 4 3/4 02/14/30,QATAR 9 3/4 06/15/30,Long Y / Short X,1.04,48.53,1.22,1.22,0.1637,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,QATAR 4.817 03/14/49,Short Y / Long X,0.85,18.7,-1.21,1.21,0.005,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,QATAR 4.817 03/14/49,Short Y / Long X,0.73,8.54,-1.21,1.21,0.0134,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,DPWDU 6.85 07/02/37,Short Y / Long X,0.44,26.64,-1.21,1.21,0.0135,122,IG,QUASI,False,True,True
PIFKSA 4 3/4 02/14/30,BHRAIN 5 5/8 05/18/34,Long Y / Short X,0.32,16.53,1.21,1.21,0.0287,122,IG,HY,True,True,True
KSA 5 01/16/34,QATAR 5.103 04/23/48,Short Y / Long X,0.58,39.36,-1.21,1.21,0.0786,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,ARAMCO 4 1/4 04/16/39,Short Y / Long X,0.67,4.28,-1.21,1.21,0.0971,122,IG,IG,False,True,True
BHRAIN 5.45 09/16/32,KSA 3 1/4 11/17/51,Long Y / Short X,2.46,-149.38,1.21,1.21,0.1011,122,HY,IG,True,True,True
PIFKSA 5 3/8 10/13/2122,OMAN 6 08/01/29,Short Y / Long X,1.26,86.69,-1.21,1.21,0.1076,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,MOROC 4 12/15/50,Short Y / Long X,0.87,-78.79,-1.21,1.21,0.12,122,IG,HY,False,True,True
KSA 5 01/16/34,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.59,52.3,-1.2,1.2,0.0009,122,IG,QUASI,False,True,True
OMAN 7 01/25/51,KSA 5 04/17/49,Long Y / Short X,0.73,72.08,1.2,1.2,0.0306,122,IG,IG,False,True,True
QPETRO 3.3 07/12/51,KSA 2 3/4 02/03/32,Long Y / Short X,1.35,13.65,1.2,1.2,0.0556,122,IG,IG,False,True,True
EGYPT 5 7/8 02/16/31,KSA 2 3/4 02/03/32,Long Y / Short X,2.8,47.77,1.2,1.2,0.0664,122,HY,IG,False,True,True
KSA 5 3/8 01/13/31,QATAR 4.4 04/16/50,Short Y / Long X,0.64,20.11,-1.2,1.2,0.0709,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,UAE 4.05 07/07/32,Short Y / Long X,0.69,60.61,-1.2,1.2,0.075,122,IG,IG,False,True,True
MOROC 5 1/2 12/11/42,KSA 4 1/2 04/17/30,Long Y / Short X,0.67,136.2,1.2,1.2,0.0783,122,HY,IG,False,True,True
KSA 5 1/2 10/25/32,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.61,53.35,-1.2,1.2,0.0953,122,IG,QUASI,False,True,True
ARAMCO 3 1/4 11/24/50,KSA 4 1/2 04/17/30,Short Y / Long X,1.22,67.28,-1.2,1.2,0.1595,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,OMAN 6 1/2 03/08/47,Short Y / Long X,0.72,-37.59,-1.2,1.2,0.1601,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,PIFKSA 5 01/29/29,Short Y / Long X,1.24,84.65,-1.2,1.2,0.1647,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,TAQAUH 3.4 04/29/51,Short Y / Long X,0.68,14.65,-1.19,1.19,0.0012,122,IG,QUASI,False,True,True
KSA 5 1/8 01/13/28,ESCWPC 4.45 08/01/35,Short Y / Long X,0.31,28.64,-1.19,1.19,0.0055,122,IG,OTHER,False,True,True
OMAN 5 5/8 01/17/28,KSA 4 1/2 04/17/30,Long Y / Short X,0.52,64.26,1.19,1.19,0.0604,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,QATAR 5 3/4 01/20/42,Short Y / Long X,0.88,3.69,-1.19,1.19,0.0998,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,ARAMCO 3 1/2 04/16/29,Short Y / Long X,0.76,34.76,-1.19,1.19,0.1093,122,IG,IG,False,True,True
KSA 2 1/2 02/03/27,JORDAN 7 3/4 01/15/28,Short Y / Long X,0.55,-67.39,-1.19,1.19,0.1144,122,IG,HY,False,True,True
KSA 5 3/8 01/13/31,QATAR 4.817 03/14/49,Short Y / Long X,0.61,23.5,-1.19,1.19,0.1261,122,IG,IG,False,True,True
KSA 3 1/4 11/17/51,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.86,103.91,-1.18,1.18,0.0078,122,IG,QUASI,False,True,True
KSA 3 3/4 01/21/55,QATAR 9 3/4 06/15/30,Short Y / Long X,0.99,119.98,-1.18,1.18,0.0476,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,UAE 2 10/19/31,Short Y / Long X,0.89,78.92,-1.18,1.18,0.0503,122,IG,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.78,171.53,-1.18,1.18,0.0799,122,IG,QUASI,False,True,True
KSA 4 1/2 10/26/46,OMAN 6 1/2 03/08/47,Short Y / Long X,1.08,-38.7,-1.18,1.18,0.0857,122,IG,IG,False,True,True
KSA 3 5/8 03/04/28,QATAR 9 3/4 06/15/30,Long Y / Short X,0.74,33.76,1.18,1.18,0.1485,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,QATAR 4 1/2 04/23/28,Short Y / Long X,0.88,62.79,-1.17,1.17,0.0007,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,TAQAUH 4.696 04/24/33,Short Y / Long X,0.57,37.78,-1.17,1.17,0.0286,121,IG,QUASI,False,True,True
PIFKSA 5 3/8 10/13/2122,KUWIB 4.652 10/09/35,Short Y / Long X,1.33,100.34,-1.17,1.17,0.0297,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,UAE 2 7/8 10/19/41,Short Y / Long X,0.76,46.12,-1.17,1.17,0.0523,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,MOROC 5 1/2 12/11/42,Short Y / Long X,1.15,-134.37,-1.17,1.17,0.0742,97,IG,HY,False,True,True
KSA 5 3/8 01/13/31,QPETRO 3.3 07/12/51,Short Y / Long X,0.55,18.74,-1.17,1.17,0.0774,122,IG,IG,False,True,True
EGYPT 7.0529 01/15/32,KSA 2 3/4 02/03/32,Long Y / Short X,2.94,65.57,1.17,1.17,0.1117,122,HY,IG,False,True,True
ARAMCO 3 1/2 04/16/29,KSA 4 1/2 04/17/30,Long Y / Short X,0.92,10.55,1.17,1.17,0.1363,122,IG,IG,False,True,True
EGYPT 8 3/4 09/30/51,KSA 2 3/4 02/03/32,Long Y / Short X,1.87,349.69,1.17,1.17,0.1829,122,HY,IG,False,True,True
PIFKSA 5 5/8 07/29/34,BHRAIN 5 1/2 08/01/33,Long Y / Short X,0.32,39.85,1.16,1.16,0.0058,121,IG,HY,True,True,True
JORDAN 7 1/2 01/13/29,PIFKSA 5 1/4 10/13/32,Long Y / Short X,0.85,121.61,1.16,1.16,0.0093,122,HY,IG,False,True,True
KSA 3 1/4 10/22/30,ADNOCM 5 1/8 09/11/54,Long Y / Short X,0.56,2.24,1.16,1.16,0.0202,96,IG,IG,False,True,True
KSA 4 3/4 01/18/28,QATAR 3 3/4 04/16/30,Long Y / Short X,0.62,41.11,1.16,1.16,0.0315,122,IG,IG,False,True,True
KSA 5 01/16/34,MOROC 3 12/15/32,Short Y / Long X,0.81,-16.85,-1.16,1.16,0.0928,122,IG,HY,False,True,True
PIFKSA 5 1/4 10/13/32,UAE 2 7/8 10/19/41,Short Y / Long X,0.83,32.31,-1.16,1.16,0.1579,122,IG,IG,False,True,True
BHRAIN 5 5/8 05/18/34,KSA 3 1/4 11/17/51,Long Y / Short X,2.44,-130.86,1.16,1.16,0.1669,122,HY,IG,True,True,True
KSA 2 1/4 02/02/33,JORDAN 7 1/2 01/13/29,Short Y / Long X,0.51,-8.3,-1.16,1.16,0.1963,122,IG,HY,False,True,True
KSA 5 01/16/34,QATAR 4 1/2 04/23/28,Short Y / Long X,0.83,65.56,-1.15,1.15,0.0017,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.69,25.33,-1.15,1.15,0.0071,122,IG,QUASI,False,True,True
OMAN 6 1/2 03/08/47,KSA 2 3/4 02/03/32,Long Y / Short X,0.93,98.07,1.15,1.15,0.0083,122,IG,IG,False,True,True
BHRAIN 7 1/2 09/20/47,KSA 3 1/4 11/17/51,Short Y / Long X,2.03,-12.86,-1.15,1.15,0.0159,122,HY,IG,True,True,True
BHRAIN 5 1/2 08/01/33,PIFKSA 5 09/15/35,Short Y / Long X,2.92,-113.54,-1.15,1.15,0.072,121,HY,IG,True,True,True
PIFKSA 5 1/4 10/13/32,OMAN 6 08/01/29,Short Y / Long X,1.28,-30.06,-1.15,1.15,0.0877,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,OMAN 7 3/8 10/28/32,Short Y / Long X,0.8,3.19,-1.15,1.15,0.0927,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,BHRAIN 6 1/4 01/25/51,Long Y / Short X,0.42,51.97,1.15,1.15,0.1023,121,IG,HY,True,True,True
KSA 5 01/16/34,OMAN 6 08/01/29,Short Y / Long X,0.88,4.1,-1.15,1.15,0.1078,122,IG,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,OMAN 7 3/8 10/28/32,Short Y / Long X,1.02,105.67,-1.15,1.15,0.145,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,PIFKSA 5 1/4 01/29/34,Long Y / Short X,1.59,309.6,1.15,1.15,0.1886,122,HY,IG,False,True,True
KSA 4 7/8 07/18/33,TAQAUH 4.696 04/24/33,Short Y / Long X,0.57,49.96,-1.14,1.14,0.0012,121,IG,QUASI,False,True,True
KSA 5 1/2 10/25/32,KUWIB 4.136 10/09/30,Short Y / Long X,1.0,20.23,-1.14,1.14,0.009,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.5,19.31,-1.14,1.14,0.0315,121,IG,IG,False,True,True
KSA 5 3/4 01/16/54,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.73,117.83,-1.14,1.14,0.0322,122,IG,QUASI,False,True,True
JORDAN 7 3/8 10/10/47,KSA 4 5/8 10/04/47,Long Y / Short X,0.99,176.67,1.14,1.14,0.1453,122,HY,IG,False,True,True
EGYPT 8 5/8 02/04/30,PIFKSA 5 1/4 10/13/32,Long Y / Short X,2.37,4.06,1.14,1.14,0.1544,122,HY,IG,False,True,True
PIFKSA 5 1/4 01/29/34,QATAR 4.4 04/16/50,Short Y / Long X,0.81,30.79,-1.13,1.13,0.0005,122,IG,IG,False,True,True
KSA 5 01/16/34,UAE 2 10/19/31,Short Y / Long X,0.63,78.71,-1.13,1.13,0.0028,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,QATAR 4.817 03/14/49,Short Y / Long X,0.78,33.95,-1.13,1.13,0.0057,122,IG,IG,False,True,True
KSA 5 01/16/34,UAE 4.951 07/07/52,Short Y / Long X,0.57,38.38,-1.13,1.13,0.0109,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,KUWIB 4.652 10/09/35,Short Y / Long X,1.04,-0.29,-1.13,1.13,0.0183,122,IG,IG,False,True,True
BHRAIN 7 1/2 02/12/36,KSA 3.45 02/02/61,Long Y / Short X,2.99,-266.15,1.13,1.13,0.148,122,HY,IG,True,True,True
PIFKSA 5 1/8 02/14/53,QATAR 9 3/4 06/15/30,Short Y / Long X,1.07,127.85,-1.13,1.13,0.1813,121,IG,IG,False,True,True
KSA 4 1/2 04/22/60,BHRAIN 6 5/8 10/06/37,Short Y / Long X,0.35,76.22,-1.13,1.13,0.1928,122,IG,HY,True,True,True
KSA 5 3/8 01/13/31,QATAR 5 3/4 01/20/42,Short Y / Long X,0.75,19.33,-1.13,1.13,0.1937,122,IG,IG,False,True,True
PIFKSA 4 7/8 02/14/35,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.79,36.43,-1.12,1.12,0.0,122,IG,QUASI,False,True,True
ARAMCO 3 1/2 11/24/70,PIFKSA 5 1/4 01/29/34,Short Y / Long X,1.11,49.43,-1.12,1.12,0.0004,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,QPETRO 3.3 07/12/51,Short Y / Long X,0.75,13.84,-1.12,1.12,0.0052,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,UAE 4.917 09/25/33,Long Y / Short X,0.78,46.85,1.12,1.12,0.039,97,IG,IG,False,True,True
KSA 3 1/4 10/22/30,ARAMCO 4 1/4 04/16/39,Long Y / Short X,0.77,-16.79,1.12,1.12,0.0438,97,IG,IG,False,True,True
KSA 4 7/8 07/18/33,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.61,50.3,-1.12,1.12,0.052,122,IG,QUASI,False,True,True
KSA 3 1/4 10/22/30,QATAR 4 1/2 02/27/28,Short Y / Long X,0.79,51.11,-1.12,1.12,0.0567,97,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,UAE 4.917 09/25/33,Short Y / Long X,0.82,84.72,-1.12,1.12,0.1018,122,IG,IG,False,True,True
ARAMCO 2 1/4 11/24/30,PIFKSA 5 09/15/35,Long Y / Short X,1.32,-69.76,1.12,1.12,0.1079,122,IG,IG,False,True,True
KSA 5 1/4 01/16/50,BHRAIN 5.45 09/16/32,Short Y / Long X,0.35,72.32,-1.12,1.12,0.1187,122,IG,HY,True,True,True
KSA 2 1/4 02/02/33,QATAR 3 3/4 04/16/30,Short Y / Long X,0.74,60.72,-1.12,1.12,0.1249,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,KSA 5 1/2 10/25/32,Long Y / Short X,1.04,89.65,1.12,1.12,0.1555,122,IG,IG,False,True,True
KSA 5 5/8 01/13/35,ARAMCO 5 3/4 07/17/54,Long Y / Short X,0.53,9.93,1.11,1.11,0.013,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,KUWIB 4.652 10/09/35,Short Y / Long X,0.95,0.79,-1.11,1.11,0.0199,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,KSA 5 1/4 01/16/50,Long Y / Short X,0.74,70.54,1.11,1.11,0.0405,122,IG,IG,False,True,True
ARAMCO 5 3/4 07/17/54,PIFKSA 5 5/8 07/29/34,Short Y / Long X,1.32,24.17,-1.11,1.11,0.0597,122,IG,IG,False,True,True
PIFKSA 4 3/4 02/14/30,BHRAIN 5.45 09/16/32,Long Y / Short X,0.31,23.35,1.11,1.11,0.0633,122,IG,HY,True,True,True
KSA 4 7/8 07/18/33,MOROC 3 12/15/32,Short Y / Long X,0.87,-26.78,-1.11,1.11,0.0875,122,IG,HY,False,True,True
